
217	236	900	364	1013	3758	4161	3628	1146	1840	1934	1915
1765	3768	1876	886	4769	3669	812	1336	40	1998	3990	643
3413	1495	2754	1117	1348	3242	3481	1053	3966	1667	2288	1469
1775	4072	4731	3832	4421	2143	4004	4022	635	2057	1541	4856
736	1363	3531	3894	1490	1425	102	4732	1855	3697	23	2439
2451	1947	1163	398	2719	653	1207	1892	1121	625	4374	4091
1642	3709	4979	1862	2543	3759	649	185	3666	993	2614	4056
3125	2043	2906	107	2844	4020	2229	142	2460	3425	1437	3124
3414	4797	2363	2187	4347	172	713	835	4460	2597	2111	860
2253	1103	1882	2631	728	4976	94	4009	3360	4763	966	1988
3314	4220	4312	2126	3374	4300	1925	4388	3762	3266	1390	3018
387	941	1853	3747	3141	3306	1842	1067	2581	2086	4103	482
4130	3886	3000	1952	1532	1673	550	976	4282	4420	1119	4736
3680	2443	1352	1272	3761	370	1557	4844	4310	4175	1247	167
2924	2196	1058	2627	3777	3106	2724	2129	845	2819	255	1396
500	4279	152	230	1487	300	3939	1629	1123	1128	3949	2006
650	1635	2945	948	4926	1905	1684	2971	1033	2997	2500	4033
2787	403	1386	3903	4903	252	2801	344	932	1613	4730	306
4542	4025	4018	1289	2710	4164	2224	41	1038	3079	2063	3637
3573	905	3700	3068	4560	2488	2048	660	1092	3150	929	3983
2191	3096	1056	3543	850	755	2112	4482	871	3818	448	220
763	3914	4805	2693	1351	1486	1257	372	1405	202	4981	2320
1048	3305	111	4406	1360	3712	1312	1847	3319	556	2359	2276
885	4871	3108	2600	4614	2656	3731	4783	181	3834	2877	4671
361	1570	4689	3341	1720	2084	4268	3429	1493	2074	69	784
1615	1893	4955	4211	4666	3178	1838	834	158	2010	881	2160
58	2387	3557	2868	570	1963	4677	2932	1879	4467	3449	2185
232	1204	186	2124	1776	1932	959	321	2964	2408	4107	1936
4826	4015	1167	4231	3639	452	869	139	1698	2230	2184	85
386	2786	2037	4066	4140	1148	2731	4055	4321	2825	3098	3711
2639	4872	2557	331	3899	2192	4990	3477	1203	4738	4566	1106
1365	946	193	1496	2072	4338	4655	1356	446	1220	2302	3812
896	4276	3554	3338	3852	2382	4344	1605	2598	2157	168	2398
1771	3921	450	810	911	799	3302	4359	1015	1584	412	2941
3006	2985	1076	671	2373	3801	3724	395	1118	4504	1443	4424
3056	954	419	2116	3116	855	2466	3298	3665	925	1914	4833
4602	4869	1589	2609	2986	2374	2730	3403	2213	319	3352	4483
2781	3633	2513	2843	4766	351	2884	3763	740	2858	2227	4062
974	4240	1753	4458	1113	4543	1323	2266	382	4042	2619	415
2034	487	1522	3130	2501	3643	4337	2045	908	4144	2612	3653
3512	4297	3211	4079	3364	44	2761	4437	3624	1760	534	4449
1872	2947	1506	2339	96	1585	3772	2132	623	2823	52	3621
4090	2280	1573	2241	792	145	1265	4823	277	3702	2328	1116
1270	3193	115	3192	2454	3051	4176	1693	3164	2826	876	947
4564	2975	4376	4807	985	2149	2978	4932	913	4643	2242	2492
4974	3951	2236	1757	2850	467	2437	552	2090	2026	1764	3278
2963	1028	3131	3053	2261	2541	489	2881	4417	166	3676	4515
1211	4139	572	1034	3285	2141	75	2464	1975	4049	4010	3112
1742	2983	465	4502	1451	4654	3489	3384	3110	1189	4912	2626
1344	1147	3221	3105	468	2538	4984	2616	3041	2698	2834	2756
4656	4398	3953	1569	2671	922	3991	3567	1055	2517	4611	1240
3843	2435	3795	2014	1649	1924	4491	399	441	1773	2907	1904
1985	786	4951	3239	4084	323	2628	1357	1383	4146	2177	127
1827	1758	2635	4277	4705	1883	3254	2748	116	3625	3394	879
2259	1552	4108	3318	2855	2235	648	2735	3439	1593	3179	4816
789	506	1616	2370	3532	1275	4798	4950	2962	428	4852	964
3556	862	4440	2829	35	3526	898	2441	1713	2934	4475	4290
4208	2746	1560	2812	2638	2332	936	4419	3923	4227	1806	3880
295	3679	1187	4571	4850	4678	1995	2251	656	3231	4953	2933
2773	893	394	3918	212	3622	4819	587	3797	2015	1537	4994
4919	3592	4831	1449	1669	564	4530	1631	672	4684	1143	3717
251	3578	1901	4777	1964	1169	4390	3719	3602	2632	2763	1923
3459	3336	3931	3767	1254	3073	1891	2019	106	3881	2068	342
920	1192	4030	3501	2429	426	3046	4892	3842	507	3654	961
3498	2319	286	2257	2352	203	846	1595	1448	3045	1972	2165
131	1464	1680	4617	173	4785	2354	3149	915	157	1960	3020
366	1931	3376	3037	1874	86	2782	3946	4927	28	2859	4011
2777	2805	192	1823	2353	3518	1700	4423	4087	3440	1478	3999
4222	856	2567	1819	2894	160	4668	837	951	3626	271	3387
730	2946	46	802	3423	1355	2199	917	16	4214	1230	4964
3310	4947	2515	4266	2093	2707	4696	4000	1477	4772	2491	670
2383	2757	209	690	3774	4818	2788	3487	777	3770	2973	1718
1919	4703	3343	2146	3421	478	3715	924	309	1350	4665	390
4952	333	1848	2333	3791	154	4012	634	4251	2292	4508	2412
3383	919	1632	1317	678	2634	1060	3523	2860	631	1739	327
2304	2929	4318	2384	3742	4920	445	719	4021	636	594	4915
3612	2624	2551	1660	644	3257	1080	3577	4586	481	3844	2820
668	4557	1237	3607	2204	1069	1372	279	2711	3858	2552	3869
4405	4835	3250	1930	3674	4122	1740	2875	2554	3862	1687	4497
4700	4896	2533	2334	4925	3521	4435	1653	502	4682	74	780
2852	454	4286	1638	146	3802	4544	1471	4877	2967	3154	4253
3750	646	4092	4876	3067	2938	1074	704	1011	2103	544	1911
4821	3696	4322	3113	4188	1196	92	1727	4961	2836	1602	577
2905	2928	3741	2469	2285	1618	2395	2629	2575	1741	852	177
3598	3601	1491	2255	4038	3460	2803	1422	4116	4771	3936	1492
4891	3726	3546	3457	1481	2974	3962	3308	567	216	1721	557
2094	3617	1047	3311	1583	3814	2391	1144	2589	4787	2687	205
606	3930	2322	2250	4613	1407	2845	1979	597	2780	2326	2521
4686	4929	3253	2994	934	3135	4593	1704	3570	2081	4626	3781
1139	4142	1150	967	449	4853	2042	3614	3508	1412	956	4834
3755	3475	4776	2908	298	4179	3744	1452	4525	3995	1646	4060
2125	2258	511	3879	3156	3968	4605	2804	1533	4259	3422	4413
2899	4672	870	2511	1161	2372	2247	2356	4393	4534	4192	1545
