
48671	38384	14443	15450	43871	24268	20720	38953	36578	42697	1684	14865
49740	29436	10693	708	4967	38216	17017	15653	35002	20989	48891	7546
17226	18006	2306	31234	20801	23666	20486	41184	398	14456	15398	29957
35515	34470	37350	6684	20298	45640	19049	10184	14366	28519	3166	4486
2962	15151	21291	42746	8097	26638	22754	36432	18541	35329	26735	42726
38569	49106	28596	22507	29213	40682	31855	17955	236	36106	27923	24941
24861	11189	28813	25803	28196	28290	16914	11032	25612	38179	45163	48701
26476	24300	4539	44033	19098	35463	30256	45278	35897	41613	48359	21890
4483	49292	18861	32815	609	45242	24512	10141	21309	48258	2593	17309
25486	15937	5026	26794	27534	970	6520	7388	15350	21455	8008	14820
48367	12078	21984	40607	14875	34387	5313	49022	6426	46620	5066	14094
43238	43268	26264	25154	32776	21409	41176	41239	4196	29047	41519	8454
40597	12794	47212	47640	8901	26309	20922	43824	24096	36738	5607	41092
16152	47761	25028	27357	3986	13489	31529	2117	42534	39601	22196	28507
37684	48932	33700	33762	49848	33137	26606	26382	21968	10138	25887	26818
26328	10595	474	10717	39417	15728	47832	30868	46049	16251	9152	25149
1335	27048	27079	11887	6310	27479	1674	25304	39413	16949	2368	41853
4971	19560	4982	15777	36407	11803	40774	28037	12637	18587	15394	14819
24621	43319	24094	40499	14603	17998	49615	17936	25372	19541	35301	41734
35325	38667	21293	17677	23698	17837	33935	46702	32748	23524	24188	49681
16902	26473	46450	19858	27517	25557	41970	19936	5359	29558	43211	19456
28094	45177	10712	12111	41834	30726	36238	222	4501	40714	2780	47092
3244	15991	1973	3696	35287	7055	27700	10282	42134	11223	34504	34952
45067	3171	2245	35614	12460	16107	22579	41611	23415	23138	43029	16667
25039	24436	38450	38798	46436	23665	11877	6307	16435	44797	1915	40982
44357	12498	27147	21502	26398	18156	21980	2239	8018	23890	33805	7158
8091	342	26070	13429	4154	35956	3647	45737	19109	3097	26384	14475
28365	10088	37346	9349	14516	38806	24896	33226	32819	41592	31511	11505
23389	8682	13634	42438	39261	22182	41544	14331	16563	30070	27053	34662
42714	13962	32718	43459	49558	36840	37514	45987	29432	20140	23796	26846
