
343	809	385	259	925	550	742	734	798	696	922	82
498	512	460	485	253	142	802	502	648	548	777	14
657	88	700	914	997	979	560	557	582	882	3	832
394	122	651	687	904	943	347	743	915	497	291	420
170	842	625	815	692	599	684	793	999	399	974	402
678	781	234	976	923	167	229	866	365	971	24	490
1000	858	146	921	180	38	522	918	830	87	4	161
303	150	115	983	141	801	865	440	893	664	342	131
677	297	323	968	838	656	891	768	565	652	994	210
346	716	935	954	52	340	581	246	216	868	256	284
219	468	718	298	182	428	738	672	835	905	242	991
823	299	273	745	924	600	681	100	926	874	504	634
955	333	803	196	97	760	446	820	739	898	412	443
358	977	41	26	189	909	95	215	828	774	960	335
351	410	799	722	711	568	503	327	233	221	275	413
561	311	213	680	701	75	325	198	406	380	261	515
405	713	938	124	84	418	867	308	445	455	20	23
479	894	314	886	388	668	508	659	177	871	869	239
705	448	341	616	289	584	833	577	463	165	450	973
181	10	29	797	176	148	635	422	452	731	278	240
481	270	837	758	40	860	606	906	469	387	564	551
889	808	611	423	850	699	810	586	676	507	285	202
138	540	726	337	619	653	953	876	517	442	559	415
509	195	302	13	218	901	472	978	569	426	105	93
544	328	591	319	315	816	290	570	574	545	429	269
85	556	74	505	68	360	217	645	825	296	984	466
908	147	255	251	665	211	171	854	513	395	339	834
367	376	134	363	747	201	996	578	982	754	322	966
879	140	857	491	227	779	553	457	965	735	482	962
641	152	352	151	252	695	37	200	683	470	316	916
61	401	236	421	911	511	350	562	12	917	173	878
639	306	304	673	947	187	190	753	478	372	194	932
500	771	69	409	208	90	245	437	110	609	880	720
487	585	461	824	309	829	751	524	643	163	987	618
30	266	153	864	31	282	702	36	486	571	248	732
862	46	104	927	373	961	28	467	398	814	326	783
776	647	897	172	416	78	875	859	772	863	129	773
355	168	638	353	8	336	292	320	83	244	792	493
690	465	595	293	377	21	831	220	615	19	598	589
958	393	274	642	258	391	992	704	42	788	766	542
697	137	382	536	287	940	744	76	787	354	714	679
7	719	265	254	384	847	946	627	49	392	603	447
580	321	301	552	775	555	506	272	32	877	441	6
154	223	66	614	907	919	933	96	126	390	912	205
920	526	691	576	228	706	403	510	883	438	843	330
175	136	610	130	840	694	400	724	685	27	518	990
849	241	534	356	644	357	520	114	359	317	22	693
207	113	663	937	369	789	646	890	193	344	660	539
821	118	495	737	186	464	629	477	108	185	158	281
572	981	209	549	1	143	431	636	471	845	784	530
2	160	755	728	952	541	121	159	232	588	53	70
567	762	439	128	462	51	856	458	975	119	267	123
928	800	884	214	602	16	192	666	521	752	381	698
50	811	759	903	247	688	993	900	425	501	427	538
89	806	936	174	414	499	587	721	770	703	300	727
257	951	222	307	283	899	476	628	371	280	813	15
740	250	434	338	980	604	675	725	733	199	71	345
948	913	895	989	484	817	295	166	710	623	575	736
424	794	689	605	746	712	613	998	531	91	94	80
386	86	58	362	767	451	896	35	558	67	286	329
474	109	305	671	435	514	757	626	986	249	55	235
144	454	554	682	33	183	492	637	708	72	453	931
230	945	39	670	950	44	117	851	25	449	155	729
848	430	723	929	756	407	277	65	592	661	349	318
566	188	942	769	43	601	593	622	324	243	827	523
748	717	944	102	480	149	276	77	98	489	368	967
902	885	432	332	873	63	888	969	313	112	310	212
654	785	436	54	778	334	135	763	839	650	796	765
483	822	861	473	970	127	9	404	331	516	475	852
56	79	107	547	631	263	826	535	60	271	361	519
533	537	995	959	529	5	791	132	812	620	956	761
624	417	125	375	846	804	892	156	707	184	206	910
633	197	204	99	621	139	686	640	11	807	930	237
957	34	116	231	543	203	279	963	459	934	750	939
496	48	841	383	73	617	730	101	795	419	364	62
632	456	658	870	57	844	583	191	715	669	709	579
949	47	264	162	528	494	260	782	366	18	106	288
594	964	396	262	238	397	573	370	985	59	64	853
607	145	836	17	597	818	169	786	527	780	662	872
612	312	630	546	563	179	819	649	92	268	764	226
532	525	608	294	225	655	374	741	790	596	444	389
411	45	224	157	348	590	133	81	887	433	379	488
164	120	805	378	749	988	972	667	941	408	103	178
881	111	855	674
