
17483	36136	31654	66741	44035	3019	10453	73593	8520	63835	61094	21264
56149	71503	67395	11610	41170	61832	58109	10969	41211	9503	41587	44935
60607	64387	64934	59831	57472	36972	24671	45209	19961	35993	15817	67278
35193	66144	10551	33258	25733	57055	1637	27839	3370	58807	10452	44737
21178	67653	36383	16045	29932	52341	17292	43660	51994	70816	2303	47820
37433	66030	49395	68411	20269	73793	48403	58276	36963	26490	39573	27363
32045	11238	57814	16628	70050	8712	63652	37994	40121	30468	41853	51971
47846	9520	23537	63244	1579	398	72223	42840	33777	38920	40507	16195
18440	25454	33130	65065	14800	56743	49275	40529	4425	52401	13627	65008
26250	4503	46254	54685	60620	60819	40784	17257	42097	15384	59811	26043
49218	15458	69088	61792	60410	2513	4966	38861	49501	17126	19722	23938
52721	15738	38987	53163	17017	70149	2285	37930	39529	9852	29505	56549
11420	65823	14190	68011	45752	74141	40664	5556	3713	5197	67424	28561
20295	56176	52067	41905	9218	8890	52535	57636	30593	60764	12513	59380
52165	41119	42842	6013	10929	29723	39849	56792	51204	46727	21449	29700
70913	52373	9602	37115	39303	48838	63967	54700	40556	43642	50754	5174
28772	53971	16096	44899	69398	12595	38291	62181	49531	22644	28487	44107
14072	37715	43165	71856	20938	68167	64531	33160	45848	20945	32300	4474
8743	13483	56494	42849	29043	59501	38735	9372	24781	41266	67537	22102
19737	65089	58798	24320	60857	15959	4787	48456	74918	47748	11551	72007
58357	2633	28817	16830	2605	62364	36209	38438	34179	34350	52168	438
52325	26265	56178	4064	55616	36810	74798	56472	9717	23427	49753	39188
288	34990	48735	36526	54976	11341	23307	73896	23265	15037	22511	65100
65563	42708	33054	5545	27337	16184	1134	63462	12145	20585	5036	1895
24828	29238	68186	38993	54214	56382	8535	913	28293	10576	40112	45382
27450	67027	33404	57723	54941	56219	45471	61779	24239	50868	9716	54935
55190	17793	59058	11996	62407	58569	31234	73840	55523	17668	16837	73920
36995	46335	56306	52701	72456	60850	5049	66868	53586	1878	57783	60602
23931	56653	35765	37830	48563	11381	34203	14541	73109	12005	26589	47226
16271	21070	55399	74538	27207	7839	22986	53803	68330	29746	31646	269
71612	52660	3301	42032	15300	26380	47566	24016	15372	71771	10178	3509
8595	36330	67373	36660	53758	63975	32859	25079	43395	22265	32804	18792
3847	48219	67267	1319	47363	27831	64065	67927	69207	42644	47624	31134
31884	10042	58165	33621	57277	65867	46884	5976	69854	6941	20796	64843
45284	71410	59536	44399	26419	59719	24848	71174	66077	15637	19835	38279
19721	29529	54222	27182	18770	60577	60293	22397	11203	38054	63758	19497
66891	42012	42758	55638	52554	70052	64348	51278	4700	25893	19433	46055
35126	53620	51921	56265	62384	12590	25177	24753	36577	63671	11666	65903
30734	6187	55315	927	11739	64190	10208	62428	40796	6193	13140	24373
30801	64586	9878	11143	20429	649	16423	3588	4009	66108	323	23330
45789	54282	72309	54260	55165	45274	60019	67109	22427	24252	50406	44465
44545	4096	64939	35470	47492	50900	58332	20901	52974	19864	24924	16210
41243	49833	66236	14	22876	33584	12302	71891	12609	46583	35886	5686
34306	14562	11417	45537	56211	7248	11148	69643	18128	45842	47946	37740
69562	17639	6937	43784	74094	70276	11169	47495	3413	26982	27126	25766
19122	12006	63565	73060	50732	55051	18313	42835	72506	61348	52913	63069
61812	54744	32873	42608	61030	17133	18527	43333	6289	57303	11312	8041
28158	25275	40266	8477	41097	3148	62500	17561	56093	58176	31044	60933
10105	65788	4174	36453	11249	5604	14372	10203	66927	73399	41026	72638
56032	34436	41579	65868	26044	46228	5283	23356	34472	33932	27602	43773
13558	26480	11721	39115	7682	9308	32105	31717	10570	54804	29893	11869
58474	3460	5125	31249	45020	33516	70431	62596	17699	71296	57504	57903
24697	117	64961	26737	36444	51536	22220	7572	43607	22560	50629	69675
63554	12676	18482	70520	60192	54930	11192	49579	49838	17507	58507	35299
14870	9744	70706	35720	11859	28667	50898	29027	4744	69566	11588	25858
55955	4228	63483	5795	40676	21483	38169	67214	61888	38995	63870	23766
1727	74339	6256	24394	62731	13751	12881	49013	103	14221	7454	71541
48830	10417	42190	31001	567	51881	51069	45122	22645	69818	68730	50863
67101	12589	10048	29753	16345	56837	46537	3939	58068	30739	40493	19736
71401	17210	10323	51664	18263	60381	73528	37325	22817	24125	63952	68621
48899	26188	14685	6001	17049	22497	12840	21875	19072	6376	8514	15291
34447	60880	55662	64373	74352	50103	1513	59842	15708	60802	21170	66738
71722	67983	5030	59743	66557	16557	13336	37874	30580	38752	70947	2339
18854	3477	8295	71386	39904	59775	6810	41188	65872	34976	9339	48825
41218	28651	47666	7320	13420	3555	38289	68601	60593	16977	54114	12498
55342	34561	5813	55076	12888	69673	4205	39546	16278	46798	52043	6540
48320	1771	61497	32085	35361	64509	68280	74057	6736	1942	24233	42090
26267	54818	25791	43325	1660	21022	44692	13098	12429	1417	51489	42923
29087	71628	43576	4216	55233	48789	72851	5891	12788	26278	67931	31211
74812	21830	34184	17426	59131	44866	74447	30267	73802	49115	25234	44230
60436	45949	64678	13815	59451	25030	49087	64697	56517	12870	37698	54365
35577	35400	5273	29923	63101	8537	36492	67485	34871	40551	66733	49522
18802	41501	23345	9496	58754	53217	5359	60529	35154	13235	8582	4392
65827	12061	148	42474	32380	25804	44447	16727	55480	2430	69002	44886
30519	19963	30092	18401	19532	66121	57672	23491	12141	67119	20128	7475
17660	28327	36807	14661	43972	22552	55331	6513	63263	44559	17774	51600
68218	50545	17310	31738	35595	1515	169	38588	9562	43081	34552	17274
9318	52263	64072	14434	73619	37035	9920	68757	33245	55724	74680	63055
17252	63805	29906	27070	69131	63304	68612	12536	44078	51980	61460	46456
35488	14422	20728	29089	68716	72742	41534	33081	48431	15317	70347	21193
41882	63320	18781	3372	25310	13720	21339	54044	65147	53228	38596	245
22855	26348	73057	59269	29053	26330	34284	48037	30266	56413	54109	7518
10989	32037	14584	61662	37878	42477	52227	11969	45380	68714	28789	6907
