
6481	2187	3691	6329	4224	4876	8979	5796	9639	3111	9843	7769
3045	1157	8998	2301	224	8137	3127	7753	3617	9778	8263	7137
3133	658	4115	2877	2849	1808	1545	5969	407	208	4361	6467
5985	7652	1989	6528	5987	7463	2900	6237	2881	7320	5907	9027
5962	5141	6810	6220	8142	5981	1351	6834	9879	4933	284	7422
667	8439	6294	6790	888	4062	2154	3758	8847	8011	7699	1862
6875	4448	3879	5110	1842	6305	4579	2876	7759	6610	9663	4997
8165	7425	9169	3915	6324	4114	6922	2140	1404	2012	9969	7793
9876	362	4869	7948	3498	2715	2136	6026	4602	7167	2229	5415
3315	5776	5058	473	2598	4829	3782	4319	6171	5252	8375	7052
9991	9126	1185	2714	4675	6047	5044	684	9128	4507	5899	9573
7928	2805	623	7327	7902	4478	8540	7116	7821	6837	9541	8212
3934	3543	6048	9505	3272	4919	688	26	7358	9151	1673	1274
1766	3887	2933	856	8952	2610	5637	1131	9218	6789	8481	6412
3919	8661	1531	6297	4824	8121	8794	6890	8689	3645	4375	858
472	2	7600	9184	8455	9662	4748	8567	2414	8726	1432	9773
4712	4868	6120	3607	5280	381	7427	6320	9320	7636	8080	3706
3483	6008	2413	5029	2885	592	7601	7121	4152	2411	9173	9484
5325	5687	2068	8041	7488	3236	9836	3059	3002	5354	9481	9469
2648	5088	197	6911	8687	4687	1312	404	7287	7132	6119	7181
3337	1898	3630	3629	203	5998	989	334	8513	2464	6690	3325
1242	7317	681	6718	4187	4703	3554	943	9146	4376	5447	2712
7272	7497	5539	863	1382	9526	3042	7176	1820	671	3070	5878
4711	568	5316	6188	1465	9098	5273	4531	4618	1526	1906	2942
7953	3937	3167	8306	7430	2009	9798	9369	8913	4554	2208	5267
637	3387	4156	5282	8921	7284	9830	8663	1643	4733	7908	523
6984	7398	3534	1407	7177	7367	789	1470	292	745	6252	7832
7157	9979	7575	1078	3344	5001	8094	8655	382	6910	4087	9269
4653	949	9100	6710	8696	8802	434	535	7152	9077	1280	8554
7519	8489	9696	9860	6316	3055	323	7696	1948	7642	8048	6589
9433	6646	4909	6181	3357	3339	5339	2638	3539	6770	6360	5689
3164	7257	1843	4570	2607	3010	162	2784	8433	7690	9968	8620
6731	2675	6003	7681	7730	2306	9671	2949	5251	2239	1672	5496
5575	321	860	4486	6881	914	3701	7008	6779	2530	1917	8558
7478	9361	7385	9865	9887	5425	3873	9191	4077	8390	7015	1129
2273	124	904	5228	3592	2692	519	8846	3206	448	664	3672
6893	128	1786	7335	4274	4160	5557	912	7559	1699	4560	6684
